"Time","avg(jvm_memory_pool_bytes_used) / 100000"
2023-04-19 02:42:55,520
2023-04-19 02:43:00,707
2023-04-19 02:43:05,720
2023-04-19 02:43:10,723
2023-04-19 02:43:15,729
2023-04-19 02:43:20,604
2023-04-19 02:43:25,691
2023-04-19 02:43:30,720
2023-04-19 02:43:35,688
2023-04-19 02:43:40,652
2023-04-19 02:43:45,698
2023-04-19 02:43:50,782
2023-04-19 02:43:55,720
2023-04-19 02:44:00,735
2023-04-19 02:44:05,747
2023-04-19 02:44:10,702
2023-04-19 02:44:15,713
2023-04-19 02:44:20,592
2023-04-19 02:44:25,708
2023-04-19 02:44:30,729
2023-04-19 02:44:35,744
2023-04-19 02:44:40,662
2023-04-19 02:44:45,733
2023-04-19 02:44:50,666
2023-04-19 02:44:55,786
2023-04-19 02:45:00,679
2023-04-19 02:45:05,722
2023-04-19 02:45:10,621
2023-04-19 02:45:15,647
2023-04-19 02:45:20,739
2023-04-19 02:45:25,699
2023-04-19 02:45:30,698
2023-04-19 02:45:35,625
2023-04-19 02:45:40,713
2023-04-19 02:45:45,747
2023-04-19 02:45:50,680
2023-04-19 02:45:55,740
2023-04-19 02:46:00,655
2023-04-19 02:46:05,712
2023-04-19 02:46:10,707
2023-04-19 02:46:15,692
2023-04-19 02:46:20,725
2023-04-19 02:46:25,645
2023-04-19 02:46:30,651
2023-04-19 02:46:35,736
2023-04-19 02:46:40,702
2023-04-19 02:46:45,748
2023-04-19 02:46:50,527
2023-04-19 02:46:55,614
2023-04-19 02:47:00,768
2023-04-19 02:47:05,730
2023-04-19 02:47:10,704
2023-04-19 02:47:15,654
2023-04-19 02:47:20,657
2023-04-19 02:47:25,596
2023-04-19 02:47:30,717
2023-04-19 02:47:35,758
2023-04-19 02:47:40,734
2023-04-19 02:47:45,713
2023-04-19 02:47:50,643
2023-04-19 02:47:55,789
2023-04-19 02:48:00,695
2023-04-19 02:48:05,736
2023-04-19 02:48:10,675
2023-04-19 02:48:15,741
2023-04-19 02:48:20,688
2023-04-19 02:48:25,635
2023-04-19 02:48:30,778
2023-04-19 02:48:35,646
2023-04-19 02:48:40,730
2023-04-19 02:48:45,683
2023-04-19 02:48:50,752
2023-04-19 02:48:55,604
2023-04-19 02:49:00,650
2023-04-19 02:49:05,785
2023-04-19 02:49:10,633
2023-04-19 02:49:15,746
2023-04-19 02:49:20,735
2023-04-19 02:49:25,785
2023-04-19 02:49:30,697
2023-04-19 02:49:35,758
2023-04-19 02:49:40,743
2023-04-19 02:49:45,729
2023-04-19 02:49:50,720
2023-04-19 02:49:55,772
2023-04-19 02:50:00,689
2023-04-19 02:50:05,740
2023-04-19 02:50:10,725
2023-04-19 02:50:15,714
2023-04-19 02:50:20,697
2023-04-19 02:50:25,808
2023-04-19 02:50:30,923
2023-04-19 02:50:35,822
2023-04-19 02:50:40,749
2023-04-19 02:50:45,643
2023-04-19 02:50:50,861
2023-04-19 02:50:55,697
2023-04-19 02:51:00,916

