"Time","avg(jvm_memory_pool_bytes_used) / 100000"
2023-07-08 02:28:00,580
2023-07-08 02:28:05,595
2023-07-08 02:28:10,611
2023-07-08 02:28:15,630
2023-07-08 02:28:20,644
2023-07-08 02:28:25,664
2023-07-08 02:28:30,679
2023-07-08 02:28:35,699
2023-07-08 02:28:40,533
2023-07-08 02:28:45,550
2023-07-08 02:28:50,568
2023-07-08 02:28:55,583
2023-07-08 02:29:00,608
2023-07-08 02:29:05,451
2023-07-08 02:29:10,470
2023-07-08 02:29:15,484
2023-07-08 02:29:20,503
2023-07-08 02:29:25,519
2023-07-08 02:29:30,542
2023-07-08 02:29:35,561
2023-07-08 02:29:40,577
2023-07-08 02:29:45,594
2023-07-08 02:29:50,613
2023-07-08 02:29:55,627
2023-07-08 02:30:00,647
2023-07-08 02:30:05,661
2023-07-08 02:30:10,678
2023-07-08 02:30:15,517
2023-07-08 02:30:20,533
2023-07-08 02:30:25,552
2023-07-08 02:30:30,579
2023-07-08 02:30:35,594
2023-07-08 02:30:40,614
2023-07-08 02:30:45,631
2023-07-08 02:30:50,476
2023-07-08 02:30:55,491
2023-07-08 02:31:00,512
2023-07-08 02:31:05,528
2023-07-08 02:31:10,549
2023-07-08 02:31:15,565
2023-07-08 02:31:20,582
2023-07-08 02:31:25,600
2023-07-08 02:31:30,621
2023-07-08 02:31:35,637
2023-07-08 02:31:40,651
2023-07-08 02:31:45,665
2023-07-08 02:31:50,502
2023-07-08 02:31:55,518
2023-07-08 02:32:00,543
2023-07-08 02:32:05,560
2023-07-08 02:32:10,576
2023-07-08 02:32:15,592
2023-07-08 02:32:20,614
2023-07-08 02:32:25,632
2023-07-08 02:32:30,653
2023-07-08 02:32:35,490
2023-07-08 02:32:40,508
2023-07-08 02:32:45,525
2023-07-08 02:32:50,545
2023-07-08 02:32:55,560
2023-07-08 02:33:00,585
2023-07-08 02:33:05,601
2023-07-08 02:33:10,615
2023-07-08 02:33:15,636
2023-07-08 02:33:20,650
2023-07-08 02:33:25,493
2023-07-08 02:33:30,514
2023-07-08 02:33:35,533
2023-07-08 02:33:40,550
2023-07-08 02:33:45,568
2023-07-08 02:33:50,584
2023-07-08 02:33:55,603
2023-07-08 02:34:00,624
2023-07-08 02:34:05,640
2023-07-08 02:34:10,657
2023-07-08 02:34:15,671
2023-07-08 02:34:20,516
2023-07-08 02:34:25,535
2023-07-08 02:34:30,556
2023-07-08 02:34:35,575
2023-07-08 02:34:40,591
2023-07-08 02:34:45,607
2023-07-08 02:34:50,628
2023-07-08 02:34:55,643
2023-07-08 02:35:00,484
2023-07-08 02:35:05,500
2023-07-08 02:35:10,516
2023-07-08 02:35:15,530
2023-07-08 02:35:20,546
2023-07-08 02:35:25,565
2023-07-08 02:35:30,585
2023-07-08 02:35:35,600
2023-07-08 02:35:40,614
2023-07-08 02:35:45,630
2023-07-08 02:35:50,647
2023-07-08 02:35:55,663
2023-07-08 02:36:00,681

