"Time","avg(jvm_memory_pool_bytes_used) / 100000"
2023-07-08 01:59:05,577
2023-07-08 01:59:10,481
2023-07-08 01:59:15,504
2023-07-08 01:59:20,526
2023-07-08 01:59:25,550
2023-07-08 01:59:30,580
2023-07-08 01:59:35,486
2023-07-08 01:59:40,509
2023-07-08 01:59:45,529
2023-07-08 01:59:50,556
2023-07-08 01:59:55,580
2023-07-08 02:00:00,599
2023-07-08 02:00:05,624
2023-07-08 02:00:10,645
2023-07-08 02:00:15,669
2023-07-08 02:00:20,692
2023-07-08 02:00:25,587
2023-07-08 02:00:30,497
2023-07-08 02:00:35,517
2023-07-08 02:00:40,542
2023-07-08 02:00:45,564
2023-07-08 02:00:50,586
2023-07-08 02:00:55,492
2023-07-08 02:01:00,515
2023-07-08 02:01:05,541
2023-07-08 02:01:10,562
2023-07-08 02:01:15,471
2023-07-08 02:01:20,495
2023-07-08 02:01:25,517
2023-07-08 02:01:30,545
2023-07-08 02:01:35,567
2023-07-08 02:01:40,588
2023-07-08 02:01:45,613
2023-07-08 02:01:50,635
2023-07-08 02:01:55,655
2023-07-08 02:02:00,681
2023-07-08 02:02:05,589
2023-07-08 02:02:10,609
2023-07-08 02:02:15,633
2023-07-08 02:02:20,538
2023-07-08 02:02:25,558
2023-07-08 02:02:30,586
2023-07-08 02:02:35,612
2023-07-08 02:02:40,514
2023-07-08 02:02:45,540
2023-07-08 02:02:50,561
2023-07-08 02:02:55,455
2023-07-08 02:03:00,482
2023-07-08 02:03:05,503
2023-07-08 02:03:10,525
2023-07-08 02:03:15,543
2023-07-08 02:03:20,568
2023-07-08 02:03:25,587
2023-07-08 02:03:30,610
2023-07-08 02:03:35,634
2023-07-08 02:03:40,655
2023-07-08 02:03:45,676
2023-07-08 02:03:50,570
2023-07-08 02:03:55,593
2023-07-08 02:04:00,615
2023-07-08 02:04:05,523
2023-07-08 02:04:10,543
2023-07-08 02:04:15,566
2023-07-08 02:04:20,590
2023-07-08 02:04:25,498
2023-07-08 02:04:30,529
2023-07-08 02:04:35,551
2023-07-08 02:04:40,461
2023-07-08 02:04:45,483
2023-07-08 02:04:50,507
2023-07-08 02:04:55,532
2023-07-08 02:05:00,556
2023-07-08 02:05:05,579
2023-07-08 02:05:10,601
2023-07-08 02:05:15,622
2023-07-08 02:05:20,642
2023-07-08 02:05:25,665
2023-07-08 02:05:30,573
2023-07-08 02:05:35,593
2023-07-08 02:05:40,615
2023-07-08 02:05:45,639
2023-07-08 02:05:50,663
2023-07-08 02:05:55,563
2023-07-08 02:06:00,587
2023-07-08 02:06:05,611
2023-07-08 02:06:10,514
2023-07-08 02:06:15,537
2023-07-08 02:06:20,448
2023-07-08 02:06:25,470
2023-07-08 02:06:30,500
2023-07-08 02:06:35,522
2023-07-08 02:06:40,546
2023-07-08 02:06:45,571
2023-07-08 02:06:50,597
2023-07-08 02:06:55,619
2023-07-08 02:07:00,647
2023-07-08 02:07:05,559
2023-07-08 02:07:10,579
2023-07-08 02:07:15,601
2023-07-08 02:07:20,622
2023-07-08 02:07:25,643
2023-07-08 02:07:30,666
2023-07-08 02:07:35,686
2023-07-08 02:07:40,708
2023-07-08 02:07:45,610
2023-07-08 02:07:50,630
2023-07-08 02:07:55,649
2023-07-08 02:08:00,558
2023-07-08 02:08:05,433
2023-07-08 02:08:10,456
2023-07-08 02:08:15,474
2023-07-08 02:08:20,494
2023-07-08 02:08:25,517
2023-07-08 02:08:30,545
2023-07-08 02:08:35,565
2023-07-08 02:08:40,590
2023-07-08 02:08:45,609
2023-07-08 02:08:50,628
2023-07-08 02:08:55,648
2023-07-08 02:09:00,667

